bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
913	NM_001080850	chr1	+	43000559	43120335	43002155	43119699	16	43000559,43002146,43004843,43011080,43021826,43031966,43042690,43047030,43054991,43076648,43102907,43108143,43110363,43111805,43119046,43119488,	43000660,43002272,43004981,43011250,43022076,43032146,43042900,43047185,43055154,43076761,43103049,43108280,43110478,43111988,43119114,43120335,	0	CCDC30	cmpl	cmpl	-1,0,0,0,2,0,0,0,2,0,2,0,2,0,0,2,
980	NM_001098800	chrX	-	51804922	51812368	51805325	51811268	13	51804922,51805317,51806082,51807142,51807596,51807724,51808425,51808905,51809178,51809345,51809960,51811058,51812225,	51805134,51805760,51806197,51807205,51807639,51807804,51808517,51808985,51809242,51809549,51810794,51811269,51812368,	0	MAGED4	cmpl	cmpl	-1,0,2,2,1,2,0,1,0,0,0,0,-1,
944	NR_040042	chr19	+	47163620	47180713	47180713	47180713	3	47163620,47172424,47180396,	47163665,47172567,47180713,	0	DACT3-AS1	unk	unk	-1,-1,-1,
1379	NM_005432	chr14	-	104163953	104181823	104165134	104177424	10	104163953,104165469,104165700,104169509,104173339,104174858,104177369,104177802,104179211,104181760,	104165354,104165516,104165913,104169664,104173552,104174996,104177582,104177904,104179268,104181823,	0	XRCC3	cmpl	cmpl	2,0,0,1,1,1,0,-1,-1,-1,
1079	NM_013299	chr11	+	64808375	64812300	64808764	64812199	2	64808375,64811696,	64809338,64812300,	0	SAC3D1	cmpl	cmpl	0,1,
135	NM_004884	chr15	-	65619464	65670378	65621246	65670126	14	65619464,65621727,65622063,65622630,65622887,65623387,65623749,65624278,65625594,65627065,65627628,65628149,65667434,65670023,	65621486,65621935,65622202,65622735,65623079,65623552,65623997,65624444,65625753,65627203,65627759,65628294,65667740,65670378,	0	IGDCC3	cmpl	cmpl	0,2,1,1,1,1,2,1,1,1,2,1,1,0,
838	NM_003680	chr1	-	33240839	33283633	33241581	33282845	13	33240839,33244982,33245685,33246648,33248004,33251962,33252540,33256762,33263363,33272082,33276191,33276511,33282788,	33241692,33245124,33245879,33246746,33248140,33252048,33252676,33256855,33263444,33272212,33276367,33276658,33283633,	0	YARS	cmpl	cmpl	0,2,0,1,0,1,0,0,0,2,0,0,0,
217	NM_015440	chr6	+	151186814	151423023	151186958	151413692	28	151186814,151197225,151198769,151198908,151203897,151206769,151208980,151226785,151239712,151243340,151247257,151257939,151259834,151265621,151266602,151270166,151277130,151281410,151286104,151293082,151330954,151334914,151336015,151336651,151355628,151358100,151413602,151422661,	151187185,151197310,151198820,151198962,151204022,151206870,151209117,151226897,151239804,151243438,151247431,151258076,151259881,151265729,151266677,151270269,151277207,151281551,151286173,151293194,151331094,151334956,151336116,151336829,151355736,151358253,151413723,151423023,	0	MTHFD1L	cmpl	cmpl	0,2,0,0,0,2,1,0,1,0,2,2,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,-1,
587	NM_013232	chr5	+	271735	315089	271835	314630	6	271735,272825,304291,306716,311407,314531,	271936,272887,304336,306875,311517,315089,	0	PDCD6	cmpl	cmpl	0,2,1,1,1,0,
874	NM_017549	chr7	+	37960162	37991542	37960541	37989998	3	37960162,37988441,37989801,	37960810,37988650,37991542,	0	EPDR1	cmpl	cmpl	0,2,1,
699	NM_001033953	chr11	-	14988214	14993832	14989240	14992738	5	14988214,14989219,14991480,14992652,14993766,	14988647,14989400,14991621,14992747,14993832,	0	CALCA	cmpl	cmpl	-1,2,2,0,-1,
1660	NM_173828	chr5	+	141016516	141020631	141017792	141020011	7	141016516,141018361,141018521,141019030,141019486,141019978,141020237,	141017976,141018427,141018588,141019216,141019862,141020012,141020631,	0	RELL2	cmpl	cmpl	0,1,1,2,2,0,-1,
928	NM_001281459	chr20	-	44978166	44993097	44979032	44984506	10	44978166,44979399,44980689,44983520,44983711,44984440,44985212,44986261,44987025,44993009,	44979163,44979529,44980865,44983604,44983817,44984513,44985276,44986341,44987402,44993097,	0	SLC35C2	cmpl	cmpl	1,0,1,1,0,0,-1,-1,-1,-1,
928	NM_001281458	chr20	-	44978166	44993097	44979032	44987364	11	44978166,44979399,44980689,44983520,44983711,44984440,44985212,44986261,44987025,44987329,44993009,	44979163,44979529,44980865,44983604,44983880,44984513,44985276,44986412,44987197,44987402,44993097,	0	SLC35C2	cmpl	cmpl	1,0,1,1,0,2,1,0,2,0,-1,
928	NM_001281457	chr20	-	44978166	44993097	44979032	44984506	10	44978166,44979399,44980689,44983520,44983711,44984440,44985212,44986261,44987025,44993009,	44979163,44979529,44980865,44983604,44983880,44984513,44985276,44986341,44987402,44993097,	0	SLC35C2	cmpl	cmpl	1,0,1,1,0,0,-1,-1,-1,-1,
969	NM_001126103	chr12	-	50382944	50419307	50384050	50410498	19	50382944,50384466,50385780,50386027,50386332,50387913,50388196,50390822,50392923,50393398,50394954,50396029,50398017,50399038,50400216,50410413,50412298,50414844,50419180,	50384126,50384575,50385916,50386160,50386438,50388112,50388292,50390987,50393054,50393516,50395035,50396083,50398087,50399175,50400419,50410502,50412372,50414960,50419307,	0	RACGAP1	cmpl	cmpl	2,1,0,2,1,0,0,0,1,0,0,0,2,0,1,0,-1,-1,-1,
670	NM_021146	chr1	+	11249345	11256038	11249636	11255080	5	11249345,11252326,11253636,11254517,11254910,	11250012,11252427,11253831,11254716,11256038,	0	ANGPTL7	cmpl	cmpl	0,1,0,0,1,
659	NR_002814	chr12	+	9800642	9811010	9811010	9811010	4	9800642,9806278,9808468,9809516,	9801529,9806404,9808575,9811010,	0	LOC374443	unk	unk	-1,-1,-1,-1,
1952	NM_145867	chr5	+	179220985	179223513	179221081	179223395	5	179220985,179222584,179222786,179222941,179223253,	179221139,179222684,179222857,179223023,179223513,	0	LTC4S	cmpl	cmpl	0,1,2,1,2,
170	NM_145686	chr2	+	102314164	102511152	102314542	102507711	31	102314164,102314934,102407181,102440389,102441780,102445965,102448182,102450870,102452361,102456280,102459070,102460562,102472438,102475457,102476197,102477286,102481391,102482889,102483673,102486083,102486756,102487955,102490108,102490543,102493464,102499012,102501648,102503549,102504239,102505257,102507627,	102314599,102315000,102407238,102440515,102441891,102446056,102448313,102450925,102452440,102456456,102459143,102460773,102472600,102475544,102476326,102477448,102481498,102483041,102483771,102486259,102486877,102488147,102490226,102490714,102493608,102499147,102501749,102503699,102504399,102505397,102511152,	0	MAP4K4	cmpl	cmpl	0,0,0,0,0,0,1,0,1,2,1,2,0,0,0,0,0,2,1,0,2,0,0,1,1,1,1,0,0,1,0,
1349	NM_001168682	chr7	-	100169852	100171270	100169909	100170791	6	100169852,100170276,100170482,100170728,100170919,100171219,	100170194,100170374,100170636,100170835,100171002,100171270,	0	SAP25	cmpl	cmpl	0,1,0,0,-1,-1,
1145	NM_001281735	chr14	-	73436152	73453664	73437589	73448561	9	73436152,73440787,73441486,73442258,73444634,73444844,73445568,73448496,73453604,	73437822,73440901,73441667,73442429,73444752,73444942,73445677,73448603,73453664,	0	ZFYVE1	cmpl	cmpl	1,1,0,0,2,0,2,0,-1,
1778	NM_001099414	chr5	-	156456530	156485487	156456743	156484954	9	156456530,156459864,156464257,156469637,156476048,156479371,156482211,156484908,156485314,	156456852,156459898,156464372,156469693,156476156,156479665,156482544,156484966,156485487,	0	HAVCR1	cmpl	cmpl	2,1,0,1,1,1,1,0,-1,
105	NM_181558	chr13	+	34392205	34540695	34392315	34540262	9	34392205,34395268,34398053,34399925,34403972,34404855,34405392,34409284,34540223,	34392402,34395406,34398121,34400023,34404154,34404992,34405491,34409354,34540695,	0	RFC3	cmpl	cmpl	0,0,0,2,1,0,2,2,0,
21	NM_181552	chr7	+	101460881	101901513	101460919	101892322	24	101460881,101559394,101671377,101713618,101740643,101747615,101754977,101758486,101801839,101813725,101821748,101833092,101837121,101838786,101839913,101842081,101843350,101844639,101847670,101848393,101870646,101877331,101882599,101891691,	101460949,101559505,101671425,101713697,101740781,101747739,101755054,101758553,101801888,101813830,101821937,101833151,101837170,101838883,101840585,101842147,101843452,101845484,101847836,101848450,101870949,101877520,101882864,101901513,	0	CUX1	cmpl	cmpl	0,0,0,0,1,1,2,1,2,0,0,0,2,0,1,1,1,1,0,1,1,1,1,2,
969	NM_001258017	chr19	-	50392912	50432796	50392926	50404974	10	50392912,50394227,50394661,50397524,50398324,50399071,50404895,50407455,50430950,50432606,	50393857,50394364,50394730,50397726,50398437,50399310,50405078,50407578,50431072,50432796,	0	IL4I1	cmpl	cmpl	2,0,0,2,0,1,0,-1,-1,-1,
1074	NM_001006944	chr11	+	64126624	64139687	64126707	64138952	17	64126624,64126849,64127634,64127948,64128605,64128940,64129113,64129323,64132772,64135603,64135957,64136175,64136917,64137170,64137696,64138034,64138754,	64126762,64126921,64127853,64128064,64128713,64129021,64129217,64129474,64132937,64135732,64136073,64136269,64137091,64137365,64137856,64138198,64139687,	0	RPS6KA4	cmpl	cmpl	0,1,1,1,0,0,0,2,0,0,0,2,0,0,0,1,0,
1547	NM_182628	chr3	+	126113781	126155398	126114843	126155247	17	126113781,126114784,126126014,126132927,126135158,126137300,126137453,126137918,126138479,126138822,126138945,126142167,126142335,126151911,126153018,126154401,126155133,	126113821,126114892,126126095,126133022,126135351,126137368,126137617,126137999,126138661,126138864,126139072,126142219,126142487,126152047,126153224,126154495,126155398,	0	CCDC37	cmpl	cmpl	-1,0,1,1,0,1,0,2,2,1,1,2,0,2,0,2,0,
120	NM_003482	chr12	-	49412757	49449107	49415562	49449107	54	49412757,49415825,49416062,49416372,49418360,49418592,49419964,49421585,49421791,49422610,49422843,49423183,49424062,49424383,49424675,49424957,49427849,49428192,49428364,49428594,49430907,49433004,49433217,49433506,49435437,49435699,49435871,49436343,49436523,49436858,49437145,49437417,49437650,49437982,49438185,49438526,49439702,49439847,49440042,49440391,49441747,49442441,49442887,49443464,49444668,49446346,49446697,49446989,49447258,49447760,49448089,49448310,49448682,49449058,	49415655,49415934,49416136,49416658,49418491,49418729,49421105,49421713,49421924,49422741,49423019,49423259,49424222,49424551,49424816,49427747,49428082,49428259,49428449,49428718,49432772,49433141,49433400,49435318,49435488,49435773,49436113,49436428,49436661,49436969,49437211,49437565,49437781,49438087,49438305,49438748,49439750,49439957,49440207,49440573,49441852,49442552,49443001,49444573,49446207,49446492,49446855,49447104,49447424,49447923,49448199,49448534,49448809,49449107,	0	KMT2D	cmpl	cmpl	0,2,0,2,0,1,0,1,0,1,2,1,0,0,0,0,1,0,2,1,2,0,0,0,0,1,2,1,1,1,1,0,1,1,1,1,1,2,2,0,0,0,0,1,1,2,0,2,1,0,1,2,1,0,
1618	NM_001127387	chr10	+	135487176	135491849	135487273	135491841	2	135487176,135491589,	135488296,135491849,	0	DUX4L7	cmpl	cmpl	0,0,
1618	NM_001127387	chr10	+	135493785	135498458	135493882	135498450	2	135493785,135498198,	135494905,135498458,	0	DUX4L7	cmpl	cmpl	0,0,
117	NM_016593	chr6	-	46517316	46620567	46518102	46620319	12	46517316,46521503,46554813,46555770,46563723,46593154,46598699,46604125,46605565,46607230,46609899,46620142,	46518174,46521591,46554902,46555866,46563857,46593245,46598807,46604219,46605715,46607405,46610035,46620567,	0	CYP39A1	cmpl	cmpl	0,2,0,0,1,0,0,2,2,1,0,0,
971	NR_024215	chr19	-	50595745	50595866	50595866	50595866	1	50595745,	50595866,	0	SNAR-A4	unk	unk	-1,
98	NM_019043	chr10	+	26727265	26856732	26781255	26856417	15	26727265,26727580,26781255,26785232,26789747,26792125,26800675,26802467,26822367,26825002,26830510,26849033,26849658,26851254,26855889,	26727384,26727782,26781327,26785320,26790040,26792203,26800835,26802589,26822454,26825146,26830621,26849132,26849773,26851358,26856732,	0	APBB1IP	cmpl	cmpl	-1,-1,0,0,1,0,0,1,0,0,0,0,0,1,0,
1618	NM_033178	chr10	+	135480557	135485241	135480654	135485233	2	135480557,135484981,	135481677,135485241,	0	DUX4	cmpl	cmpl	0,0,
1265	NM_001127214	chr16	+	89160216	89222254	89167089	89220615	10	89160216,89167069,89169011,89178499,89180746,89187208,89199543,89211674,89212345,89220497,	89160404,89167755,89169167,89178654,89180895,89187321,89199670,89211809,89212457,89222254,	0	ACSF3	cmpl	cmpl	-1,0,0,0,2,1,0,1,1,2,
2127	NM_001127391	chr2	-	202153146	202222101	202153377	202216127	15	202153146,202154179,202154418,202163960,202172241,202173873,202195192,202195458,202207092,202208892,202211264,202212976,202215433,202216014,202221704,	202153504,202154289,202154508,202164023,202172345,202173973,202195245,202195556,202207154,202208986,202211398,202213025,202215505,202216174,202222101,	0	ALS2CR12	cmpl	cmpl	2,0,0,0,1,0,1,2,0,2,0,2,2,0,-1,
145	NM_002440	chr1	+	76262555	76378923	76262670	76378572	20	76262555,76269415,76272665,76276381,76280705,76282057,76288093,76313893,76333198,76342620,76343833,76344676,76345734,76346930,76349305,76354935,76356380,76363591,76365302,76378380,	76262914,76269598,76272826,76276492,76280821,76282231,76288266,76313961,76333273,76342685,76344003,76344813,76345838,76347055,76349506,76355054,76356509,76363766,76365391,76378923,	0	MSH4	cmpl	cmpl	0,1,1,0,0,2,2,1,0,0,2,1,0,2,1,1,0,0,1,0,
831	NM_001286475	chr6	-	32260474	32339689	32260757	32339483	24	32260474,32267698,32268456,32270385,32284170,32290262,32290893,32291367,32298365,32299810,32303213,32303688,32304391,32306755,32307376,32311014,32317516,32322900,32323425,32334049,32335701,32336558,32337673,32339470,	32261812,32267713,32268477,32270406,32284191,32290283,32290914,32291391,32298386,32299831,32303234,32303709,32304412,32306776,32307415,32311035,32317537,32322921,32323446,32334079,32335734,32336591,32337760,32339689,	0	C6orf10	cmpl	cmpl	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
591	NR_110179	chr2	-	895901	901137	901137	901137	4	895901,897247,897577,900905,	896138,897404,897645,901137,	0	AC113607.2	unk	unk	-1,-1,-1,-1,
928	NM_003278	chr3	+	45067758	45077563	45067854	45077416	3	45067758,45072318,45077015,	45067963,45072417,45077563,	0	CLEC3B	cmpl	cmpl	0,1,1,
144	NM_001270380	chr11	-	74551954	74660232	74554459	74651923	15	74551954,74555212,74556117,74559159,74562132,74617283,74618189,74632258,74638435,74641344,74644869,74647928,74651829,74656062,74659972,	74554498,74555328,74556316,74559507,74562248,74617501,74618318,74632392,74638533,74641417,74644917,74648113,74651927,74656130,74660232,	0	XRRA1	cmpl	cmpl	0,1,0,0,1,2,2,0,1,0,0,1,0,-1,-1,
864	NM_145660	chr22	-	36585175	36600879	36587122	36598082	5	36585175,36591356,36595375,36598038,36600673,	36587958,36591483,36595422,36598101,36600879,	0	APOL4	cmpl	cmpl	2,1,2,0,-1,
140	NM_139177	chr17	-	70642084	71088853	70643722	71084903	10	70642084,70644941,70645308,70732788,70845772,70943890,71027694,71080946,71084795,71088749,	70643801,70645100,70645407,70732858,70845943,70944014,71027853,71080985,71084914,71088853,	0	SLC39A11	cmpl	cmpl	2,2,2,1,1,0,0,0,0,-1,
1547	NM_005573	chr5	+	126112314	126172712	126113200	126171956	11	126112314,126140467,126141262,126145871,126147464,126154613,126156601,126158472,126161679,126168385,126171914,	126113559,126140624,126141388,126146042,126147590,126154834,126156827,126158577,126161799,126168493,126172712,	0	LMNB1	cmpl	cmpl	0,2,0,0,0,0,2,0,0,0,0,
1794	NM_032861	chr6	-	158530535	158589312	158532397	158579395	17	158530535,158534480,158535820,158537216,158538758,158540060,158541456,158549139,158551404,158564087,158565330,158567813,158569896,158571484,158576346,158579304,158589171,	158532534,158534624,158536003,158537314,158538853,158540202,158541607,158549302,158551518,158564216,158565452,158567945,158569986,158571621,158576383,158579396,158589312,	0	SERAC1	cmpl	cmpl	1,1,1,2,0,2,1,0,0,0,1,1,1,2,1,0,-1,
154	NM_032856	chr15	-	85186011	85197521	85186700	85197505	8	85186011,85188701,85189414,85191120,85191767,85195944,85196862,85197464,	85186954,85189067,85189579,85191185,85191856,85196033,85196930,85197521,	0	WDR73	cmpl	cmpl	1,1,1,2,0,1,2,0,
9	NM_139045	chr9	+	2015218	2193623	2029022	2192739	33	2015218,2028986,2032951,2039465,2047228,2054596,2056671,2058290,2060815,2070417,2073211,2073565,2076228,2077628,2081831,2083346,2084085,2086828,2088499,2096656,2097384,2101569,2104002,2110253,2115821,2119457,2123718,2161685,2181570,2182140,2186095,2191265,2192703,	2015404,2029247,2033081,2039900,2047484,2054723,2056845,2058464,2060986,2070471,2073342,2073623,2076329,2077776,2081995,2083413,2084196,2087071,2088613,2096764,2097471,2101616,2104169,2110417,2116049,2119535,2123937,2161903,2181676,2182242,2186228,2191408,2193623,	0	SMARCA2	cmpl	cmpl	-1,0,0,1,1,2,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,1,0,
737	NM_001001722	chrY	-	19990139	19992099	19990146	19991772	1	19990139,	19992099,	0	CDY2B	cmpl	cmpl	0,
738	NM_001001722	chrY	+	20137667	20139627	20137994	20139620	1	20137667,	20139627,	0	CDY2B	cmpl	cmpl	0,
854	NM_138428	chr1	-	35315962	35325417	35321299	35321578	2	35315962,35325277,	35321583,35325417,	0	SMIM12	cmpl	cmpl	0,-1,
172	NM_139173	chr4	-	103822084	103940896	103822273	103912868	12	103822084,103826670,103827692,103831595,103832587,103853280,103866349,103867803,103870413,103910956,103912799,103940755,	103822489,103826807,103827801,103831745,103832694,103853456,103866477,103867946,103870584,103911098,103912869,103940896,	0	SLC9B1	cmpl	cmpl	0,1,0,0,1,2,0,1,1,0,0,-1,
1457	NM_001193431	chr1	-	114356432	114414375	114357526	114414245	21	114356432,114362198,114367763,114372213,114372570,114375732,114377014,114377531,114380211,114381165,114391161,114394648,114397092,114397528,114399003,114399169,114400359,114401099,114401623,114401973,114414158,	114357591,114362276,114367794,114372329,114372651,114375760,114377061,114377615,114381029,114381242,114391248,114394726,114397159,114397671,114399063,114399241,114400398,114401195,114401700,114402082,114414375,	0	PTPN22	cmpl	cmpl	1,1,0,1,1,0,1,1,2,0,0,0,2,0,0,0,0,0,1,0,0,
36	NM_001284215	chr2	-	230628552	230744844	230632269	230744795	40	230628552,230633331,230633946,230636234,230638812,230642030,230643148,230643591,230650472,230652220,230653513,230654326,230655839,230656581,230656868,230657688,230659894,230661306,230662405,230663590,230663998,230666967,230668286,230668714,230670445,230672423,230672967,230675595,230675851,230678585,230678948,230679814,230679988,230683079,230693908,230695471,230701563,230705537,230723487,230744697,	230632466,230633435,230634041,230636348,230638977,230642195,230643303,230643706,230650571,230652377,230653656,230654478,230655967,230656781,230656942,230657861,230660046,230661498,230662547,230663765,230664099,230667175,230668405,230668943,230670599,230672580,230673085,230675761,230675920,230678747,230679041,230679910,230680024,230683228,230694004,230695555,230701700,230705643,230724290,230744844,	0	TRIP12	cmpl	cmpl	1,2,0,0,0,0,1,0,0,2,0,1,2,0,1,2,0,0,2,1,2,1,2,1,0,2,1,0,0,0,0,0,0,1,1,1,2,1,2,0,
594	NR_024058	chr17	-	1247833	1303556	1303556	1303556	7	1247833,1257504,1264385,1265195,1268152,1273002,1303340,	1248793,1257641,1264592,1265302,1268352,1273035,1303556,	0	YWHAE	unk	unk	-1,-1,-1,-1,-1,-1,-1,
1653	NM_001185091	chr9	+	140033608	140063214	140033938	140062294	20	140033608,140036464,140040177,140042603,140043460,140051120,140051314,140052830,140053072,140055507,140055740,140056375,140056623,140056855,140057042,140057297,140057620,140058010,140058210,140062225,	140034196,140036599,140040354,140042666,140043561,140051242,140051489,140052975,140053156,140055649,140055868,140056540,140056742,140056968,140057191,140057455,140057782,140058120,140058356,140063214,	0	GRIN1	cmpl	cmpl	0,0,0,0,0,2,1,2,0,0,1,0,0,2,1,0,2,2,1,0,
1099	NM_001146112	chr1	+	67390577	67454302	67411879	67450583	15	67390577,67391824,67394611,67405710,67411832,67423741,67424533,67425361,67428770,67436490,67437337,67438579,67442277,67447461,67450254,	67390778,67391925,67394646,67405735,67411978,67423903,67424666,67425426,67428843,67436642,67437419,67438674,67442405,67447601,67454302,	0	MIER1	cmpl	cmpl	-1,-1,-1,-1,0,0,0,1,0,1,0,1,0,2,1,
1282	NM_198527	chr15	-	91474147	91475799	91474772	91475770	4	91474147,91474933,91475284,91475658,	91474786,91475174,91475340,91475799,	0	HDDC3	cmpl	cmpl	1,0,1,0,
